split	ordinal	sequence_id	sequence_uid	image_uid	phaseb1_role	image_rel	label_rel	image_bytes	image_sha256	label_bytes	label_sha256	width	height	raw_boxes	effective_boxes	duplicates_removed	class_counts	size_counts_768
train	749	0000261	official_train:0000261	official_train:0000261_03301_d_0000130	TRAIN	images/train/0000261_03301_d_0000130.jpg	labels/train/0000261_03301_d_0000130.txt	148455	606381736F7BC40646042E7CE3B89B6FF2B2602F31828C17B75BCEF7A9BA56F3	585	3587AEC67B0C105EEF89DCC2B39333D856DE7113772C1C8187878869CFA0CA76	1360	765	15	15	0	[1,0,1,11,1,0,1,0,0,0]	[1,14,0]
train	750	0000261	official_train:0000261	official_train:0000261_03401_d_0000131	TRAIN	images/train/0000261_03401_d_0000131.jpg	labels/train/0000261_03401_d_0000131.txt	175957	BE6EC3A20D1970540DC1811DE40ACBF29A6ED4A89FBF8E45F1DB893B85058C7C	1014	F557A6A4E538F3159601B0DFBF1150DBA88AE96C8D732F34EA781BE11DDAC1EB	1360	765	26	26	0	[0,3,2,15,3,0,1,0,0,2]	[11,15,0]
train	751	0000261	official_train:0000261	official_train:0000261_03501_d_0000132	TRAIN	images/train/0000261_03501_d_0000132.jpg	labels/train/0000261_03501_d_0000132.txt	249970	44FC0AC67486D1FADDF42A0B9ADA0F4BFF9443C4228494DAF3830C35DD0DB8F1	663	34BD79CA5DAD784C9C33F3F358003653A7C6426A8C94F342E1D7A4311D089D5B	1360	765	17	17	0	[1,1,5,8,0,0,1,0,0,1]	[6,11,0]
train	752	0000261	official_train:0000261	official_train:0000261_03701_d_0000133	TRAIN	images/train/0000261_03701_d_0000133.jpg	labels/train/0000261_03701_d_0000133.txt	200237	3F526884274254F6D3AEC1E4EB287EB6DDACBB239F5E0BA342B372A4012B2E04	819	8C39BD02991AD254F6796199F3139367CD741E8FAF16A9DA40AF79DB62638EA0	1360	765	21	21	0	[1,1,3,9,1,0,0,0,0,6]	[11,10,0]
train	753	0000261	official_train:0000261	official_train:0000261_04201_d_0000134	TRAIN	images/train/0000261_04201_d_0000134.jpg	labels/train/0000261_04201_d_0000134.txt	182079	3A75C437F80B063B8D3551A9534350FDD30605A2F8FBE1E895E68AA57F2BD492	546	FE32B7936793821CF664EB131B20E9E551603E366CCC9C6960EA4AF702FA8671	1360	765	14	14	0	[1,1,3,7,0,0,0,0,0,2]	[8,5,1]
train	754	0000261	official_train:0000261	official_train:0000261_04501_d_0000135	TRAIN	images/train/0000261_04501_d_0000135.jpg	labels/train/0000261_04501_d_0000135.txt	189910	31C9067DE8DC6DF09F59B0120E54D6A9D7594A2E66E6689E578C842415665395	975	B12CB12020F15AE7EF9E6932A5786E361D2DC272F94D38F8F83828A647BC98C1	1360	765	25	25	0	[2,5,3,9,0,0,1,0,0,5]	[14,11,0]
train	755	0000261	official_train:0000261	official_train:0000261_04801_d_0000136	TRAIN	images/train/0000261_04801_d_0000136.jpg	labels/train/0000261_04801_d_0000136.txt	162485	A08E29EBA89B6DEBAA3374878C140FC289C8827ADAAB16EF782F0530A6DAE56B	741	CC061F9BBDCD14A351BBECEB0028FE0EA6E77B7C10C1140EFC46E011EAB0540B	1360	765	19	19	0	[2,4,2,9,0,0,0,0,0,2]	[12,6,1]
train	756	0000261	official_train:0000261	official_train:0000261_04901_d_0000137	TRAIN	images/train/0000261_04901_d_0000137.jpg	labels/train/0000261_04901_d_0000137.txt	170014	FBA0ECAAA002E39F1C41312130A588A67622AD2F305CE6804B4B522319692BA6	858	FC1EE009761B9711C7B11642EDF8BEABCD340B591E2654568BD06D31FEDC86B7	1360	765	22	22	0	[5,4,1,8,2,0,1,0,0,1]	[20,2,0]
train	757	0000261	official_train:0000261	official_train:0000261_05301_d_0000138	TRAIN	images/train/0000261_05301_d_0000138.jpg	labels/train/0000261_05301_d_0000138.txt	222492	99601AB03DB12B35188F9EDCB647A034DED4D7B420B15F60EAD4764D2340F4B3	3081	AC5E0609757D23923805C555CCD91DD3D1C35B27B331A8916032ED9EC98E9272	1360	765	79	79	0	[21,1,0,43,7,1,0,0,1,5]	[74,5,0]
train	758	0000261	official_train:0000261	official_train:0000261_05501_d_0000139	TRAIN	images/train/0000261_05501_d_0000139.jpg	labels/train/0000261_05501_d_0000139.txt	214822	B72FB008D1DF6E60775D856103A39E28AE2DF2AB2691CBE92CE0A1F17344AE4F	5304	ED32D3BFD53710FA310690CE7860CA47426EF841F777AFF2C66E10CFDEB23498	1360	765	136	136	0	[34,17,2,34,22,2,6,0,0,19]	[129,7,0]
train	759	0000261	official_train:0000261	official_train:0000261_05775_d_0000140	TRAIN	images/train/0000261_05775_d_0000140.jpg	labels/train/0000261_05775_d_0000140.txt	157580	21A9BE4FC00C69A1FD193D4DB44229A1F902E733F82E3A271465819C3C5FBADA	2886	076624891F3CE232CE85E0EFDB903A336D503329EF527CC906B3BEBC667CCA2C	1360	765	74	74	0	[19,7,0,30,4,1,0,0,0,13]	[65,9,0]
train	760	0000263	official_train:0000263	official_train:0000263_00001_d_0000173	TRAIN	images/train/0000263_00001_d_0000173.jpg	labels/train/0000263_00001_d_0000173.txt	106410	BE6CB2315317FD00F6597507F49A243803993CCAB93D7D190EBAD67DE3961BC3	819	A3BAB53BA87C1804B70FEE5FCB8C7AD103B3A392EA294EFF44E8936871CE7824	1360	765	21	21	0	[5,6,0,6,3,0,0,1,0,0]	[11,10,0]
train	761	0000263	official_train:0000263	official_train:0000263_00601_d_0000176	TRAIN	images/train/0000263_00601_d_0000176.jpg	labels/train/0000263_00601_d_0000176.txt	98438	CD993FDF3331A595769AB6DCCB0BC7864F1E9BA4D36BDC4BABCD9901DA9252D0	858	03158FD7623A2A364D9DE4F44BDCA847AC36B8C10ADB4EF826E10576BBBD6B29	1360	765	22	22	0	[8,0,0,12,2,0,0,0,0,0]	[9,13,0]
train	762	0000263	official_train:0000263	official_train:0000263_02001_d_0000177	TRAIN	images/train/0000263_02001_d_0000177.jpg	labels/train/0000263_02001_d_0000177.txt	167908	11D4FFE9F5178D8B9623E5A497FA8E399F2877178E13FD07CBCFAE4D12CD3D69	663	51E07A1BC13D3651BC69BC1A4EC32594015ACBDC3272BBD735779ABCD7BB8483	1360	765	17	17	0	[4,6,0,6,0,0,0,1,0,0]	[12,5,0]
train	763	0000263	official_train:0000263	official_train:0000263_02201_d_0000178	TRAIN	images/train/0000263_02201_d_0000178.jpg	labels/train/0000263_02201_d_0000178.txt	117758	A6EFD7CEFDC21C71020C571967B9260E6701C3F0DC5A3FF5D19812F011FC469A	1287	55163728A281D3039AECC6E318DBCE96BA6F62414030F53D7C3EC35647DF9C1B	1360	765	33	33	0	[5,12,0,14,1,0,0,0,0,1]	[20,13,0]
train	764	0000263	official_train:0000263	official_train:0000263_02601_d_0000180	TRAIN	images/train/0000263_02601_d_0000180.jpg	labels/train/0000263_02601_d_0000180.txt	112967	7BB52A53095FD1D4C0E1B2AD5FC0E918D48EC2D057042261713560B388BB8F53	819	FAFE1C7B17391CF61C41AA16A0D01D3E7987E268584BAB66B01E8346AB725B94	1360	765	21	21	0	[2,0,0,13,3,2,0,0,1,0]	[17,4,0]
train	765	0000263	official_train:0000263	official_train:0000263_03201_d_0000183	TRAIN	images/train/0000263_03201_d_0000183.jpg	labels/train/0000263_03201_d_0000183.txt	112411	2D7612CCF9C97E7F7C9CA32914D7C7D5967FB4C2CF89E8C992AC01B47B24B994	936	829778398F32C9A3F6227A79F06A53C1DF80CEA40E5889A3479068977FC147B7	1360	765	24	24	0	[0,0,0,14,1,5,0,0,4,0]	[24,0,0]
train	766	0000263	official_train:0000263	official_train:0000263_04001_d_0000187	TRAIN	images/train/0000263_04001_d_0000187.jpg	labels/train/0000263_04001_d_0000187.txt	120731	A0695AEE83A0E0F2CCED36320AFD5783A6C721145C6B369EA388A3E949B8882E	780	09A2D150548F04B5AB4619729FF4CAB1A4B3449C776F4A7564C38AC285B62A10	1360	765	20	20	0	[0,0,0,9,2,8,0,0,1,0]	[17,3,0]
train	767	0000263	official_train:0000263	official_train:0000263_04401_d_0000189	TRAIN	images/train/0000263_04401_d_0000189.jpg	labels/train/0000263_04401_d_0000189.txt	124837	A9F0DDE523B12135756E45A3DF6AFB04B64A52D9D4FB3D51EA706720A6BB2489	234	BA7A54105C5B7988072DEDFC7C65B46A55F52F0C8B062EEE9AA63E2BEA2CBAA2	1360	765	6	6	0	[0,0,0,1,1,3,0,0,1,0]	[3,1,2]
train	768	0000263	official_train:0000263	official_train:0000263_04801_d_0000191	TRAIN	images/train/0000263_04801_d_0000191.jpg	labels/train/0000263_04801_d_0000191.txt	121408	71350B2001765F684A61A0ABB29BB354EFAAADC6962AE83C704D032A14ADC031	390	07301E3EFDD51212DE7EF2C2848EC3818E6166D6D1AF26A4261AA0E5D9F5CF22	1360	765	10	10	0	[0,0,0,6,0,4,0,0,0,0]	[9,1,0]
train	769	0000263	official_train:0000263	official_train:0000263_05001_d_0000192	TRAIN	images/train/0000263_05001_d_0000192.jpg	labels/train/0000263_05001_d_0000192.txt	118816	07333EFFAA0C0BFACC0B1991658C53DCAECDD8C06AB39752F3A72B15B341D9CD	858	92C48EA83C9D3037018481158B758DB34DDD07225F5E56450F6924786B601CA8	1360	765	22	22	0	[0,0,0,18,0,4,0,0,0,0]	[22,0,0]
train	770	0000263	official_train:0000263	official_train:0000263_05201_d_0000193	TRAIN	images/train/0000263_05201_d_0000193.jpg	labels/train/0000263_05201_d_0000193.txt	119719	1185BE4A7E7B8BB743823697D7037F21B88138111B43ECCF9FDE8028B8E45B83	1053	A48CE06E3B2C2A7E0DE80BBEE3FF2952CC4499D577B0F7493660F17626A05EDD	1360	765	27	27	0	[4,2,0,12,5,1,0,0,0,3]	[25,2,0]
train	771	0000264	official_train:0000264	official_train:0000264_00001_d_0000194	TRAIN	images/train/0000264_00001_d_0000194.jpg	labels/train/0000264_00001_d_0000194.txt	194326	5A7862C407BC9611AC9867822F37C88E86EA3369D8B5AB192FF4803CAB2539D2	1755	BA6E8C6CA0626CD3A66BFA2A8F9E6F823FA3FF92AC76B9859A7894949C846526	1360	765	45	45	0	[11,7,4,8,6,1,3,0,0,5]	[36,9,0]
train	772	0000264	official_train:0000264	official_train:0000264_00201_d_0000195	TRAIN	images/train/0000264_00201_d_0000195.jpg	labels/train/0000264_00201_d_0000195.txt	178859	05BE5A4C19C4181A8F90BDE3D231E64EF9521F14A432BC15F7FCFAE819F317F8	1599	D49CB2500FE44B2726F8A7BC36444FA7839835860FA2133DA9932EBB89829B28	1360	765	41	41	0	[12,6,3,7,3,1,2,0,0,7]	[36,5,0]
train	773	0000264	official_train:0000264	official_train:0000264_00401_d_0000196	TRAIN	images/train/0000264_00401_d_0000196.jpg	labels/train/0000264_00401_d_0000196.txt	179788	F32A9598EFCFFFEA685EE918AB97C395E8B5986057BF039A5231D4995A1E386B	1482	4A2DEE8B6B802B6E9CDD97D7FFB05662D07714A3D56C27BC537550DB1292F849	1360	765	38	38	0	[11,5,1,5,2,1,1,0,0,12]	[36,2,0]
train	774	0000264	official_train:0000264	official_train:0000264_00601_d_0000197	TRAIN	images/train/0000264_00601_d_0000197.jpg	labels/train/0000264_00601_d_0000197.txt	176082	E61A9D551DCBB17784EA154981AE3B27964E6D908908EDCCB846C197BB65BC26	1092	1D5CE8A51E4E666EEA863E3FE311975E2AD9E03BBA6401C05A9267B2309C1E81	1360	765	28	28	0	[9,4,0,7,2,1,0,0,0,5]	[24,4,0]
train	775	0000264	official_train:0000264	official_train:0000264_00801_d_0000198	TRAIN	images/train/0000264_00801_d_0000198.jpg	labels/train/0000264_00801_d_0000198.txt	156780	5B81B4E650575675164D7AC4842B69D076F8B0F15D3B49687A67202A278D0531	1053	AEFC738E5448B5C611F623FF26628CF6EE516C9160A4472A059BE29E3D850D1B	1360	765	27	27	0	[2,5,1,6,1,1,1,1,0,9]	[24,3,0]
train	776	0000264	official_train:0000264	official_train:0000264_01001_d_0000199	TRAIN	images/train/0000264_01001_d_0000199.jpg	labels/train/0000264_01001_d_0000199.txt	158904	E23BCBB058C02A845A7E83D80BF958F1EC5F8C8661F4513DF0C5CEA4720A09E1	3432	C716E81186EB3E965D0927A41451E30CECE17138CA4831703DF371AAC22079D0	1360	765	88	88	0	[17,7,4,38,5,2,2,2,0,11]	[85,3,0]
train	777	0000264	official_train:0000264	official_train:0000264_01201_d_0000200	TRAIN	images/train/0000264_01201_d_0000200.jpg	labels/train/0000264_01201_d_0000200.txt	149938	2EB5BC696B69D2FECE6B99C3815045251DB9BE118B06C74840238622B7F735E9	1131	64DE587AEEC7D1B8A6F295288D90C9ED7F1D41706620E54D4E7B890C7DB82A47	1360	765	29	29	0	[9,2,2,6,1,0,1,0,0,8]	[23,6,0]
train	778	0000264	official_train:0000264	official_train:0000264_01401_d_0000201	TRAIN	images/train/0000264_01401_d_0000201.jpg	labels/train/0000264_01401_d_0000201.txt	162447	82E9F4114EF705D257CA9117138538C1521B376A4A3152D0367415A7FDA29AD5	3237	CE226E49CC9179EE34F7C20605F19575BB0A32628C6618F9A9C83235A408E290	1360	765	83	83	0	[13,2,0,51,8,2,1,0,1,5]	[83,0,0]
train	779	0000264	official_train:0000264	official_train:0000264_01601_d_0000202	TRAIN	images/train/0000264_01601_d_0000202.jpg	labels/train/0000264_01601_d_0000202.txt	166427	FD3FBE3C8403C059EC75447BE4577069E910BB6FB419EEEDA8B983639FEE8A65	2262	10C9E2A26F9E49DA369411E91CFD235A6D0A46CA1B19CCE6BBE8DAF69356B0C5	1360	765	58	58	0	[5,0,0,33,11,6,0,0,3,0]	[58,0,0]
train	780	0000264	official_train:0000264	official_train:0000264_01801_d_0000203	TRAIN	images/train/0000264_01801_d_0000203.jpg	labels/train/0000264_01801_d_0000203.txt	180979	070CDEF10AB51AC3DDF114ADE63E749BE668201E210FBED9F5AC50D4235BD189	1638	B7ED5F55C2204C1522ACC9BAA065F78A8CA5894FE02238AED995B1CC9D13CA0E	1360	765	42	42	0	[4,1,0,20,8,5,0,1,2,1]	[42,0,0]
train	781	0000264	official_train:0000264	official_train:0000264_02001_d_0000204	TRAIN	images/train/0000264_02001_d_0000204.jpg	labels/train/0000264_02001_d_0000204.txt	218210	2D83A49D1B432A81209AF92079BE81A8DBE5B82AD2BF0B22CF1145758BD470B3	1209	162DEB750EA430DCC8403DC30164DCF4DCBF934CC2959A82CC22C468524A77C6	1360	765	31	31	0	[3,1,1,19,0,5,0,0,2,0]	[30,1,0]
train	782	0000264	official_train:0000264	official_train:0000264_02201_d_0000205	TRAIN	images/train/0000264_02201_d_0000205.jpg	labels/train/0000264_02201_d_0000205.txt	213504	FB4CA4E3F7B1499C14F886680CCD334AF04534C9B13B51E73FDC81197714F012	1677	93D689AA5E75E37321AFDBC2CA2C9229B52C8B4BBDB0D07145F69998D2CD7EBE	1360	765	43	43	0	[2,0,0,14,18,9,0,0,0,0]	[43,0,0]
train	783	0000264	official_train:0000264	official_train:0000264_02401_d_0000206	TRAIN	images/train/0000264_02401_d_0000206.jpg	labels/train/0000264_02401_d_0000206.txt	202566	181838F2735D289BEC2E17671BFB46A38C6477468E8AB917961417E3BE3406DD	897	47EAE86AD0FCEA5410B4CEAE81A3936777D2058C635DACBEB66313451D703137	1360	765	23	23	0	[2,0,0,13,1,6,1,0,0,0]	[23,0,0]
train	784	0000264	official_train:0000264	official_train:0000264_02601_d_0000207	TRAIN	images/train/0000264_02601_d_0000207.jpg	labels/train/0000264_02601_d_0000207.txt	146990	9B9AC3B34A0D295369A7C556D1B7C7D03DAD02E94BDA3C3525CC923557AD5EF8	468	96A6F63B0BA85B18EE482BB5D98393B7BAC1BE09FEBBE83E0C3DA6ABBA4B3DAD	1360	765	12	12	0	[0,0,0,9,1,2,0,0,0,0]	[11,1,0]
train	785	0000264	official_train:0000264	official_train:0000264_02801_d_0000208	TRAIN	images/train/0000264_02801_d_0000208.jpg	labels/train/0000264_02801_d_0000208.txt	194589	63B09AB483F928CDB4EE31E16BD212601E029B66BA147478893894DC2825BDF0	702	9B7FB67637454F4E8703474C109354CA7953F5370D3ABCB1135D06D1E3EA03D9	1360	765	18	18	0	[0,0,0,13,1,4,0,0,0,0]	[16,2,0]
train	786	0000264	official_train:0000264	official_train:0000264_03001_d_0000209	TRAIN	images/train/0000264_03001_d_0000209.jpg	labels/train/0000264_03001_d_0000209.txt	201096	7E92DB60082B444F67D00BE4B4E3DF74B0A5E55B9EFBE17DA380FC64AEBE732C	1209	C0ADC1E042155736410B445152D83ABCC95E3B011828ACB8A61A9097938A813D	1360	765	31	31	0	[0,2,0,9,11,7,0,0,0,2]	[31,0,0]
train	787	0000264	official_train:0000264	official_train:0000264_03201_d_0000210	TRAIN	images/train/0000264_03201_d_0000210.jpg	labels/train/0000264_03201_d_0000210.txt	176764	94C4E887F7107C706E272EBFF2908399EA0AAFABDCAEBC9018D348006A74BEBC	936	D683DB442DA5FBE791A3EA5BEC93F620D1F1E502C620499C9F14431583B646E2	1360	765	24	24	0	[0,0,0,18,0,5,0,0,1,0]	[23,1,0]
train	788	0000264	official_train:0000264	official_train:0000264_03401_d_0000211	TRAIN	images/train/0000264_03401_d_0000211.jpg	labels/train/0000264_03401_d_0000211.txt	130680	56AE0EBA25B629491938CD03B2BD7E8398169E7F9295F64A3D35CFE7865C5DA9	507	F635B40AB9CCDE50326BF2D60652B6C8DCCDE6B24FF3DD582544097D48697D47	1360	765	13	13	0	[0,0,0,7,1,4,0,0,1,0]	[12,1,0]
train	789	0000264	official_train:0000264	official_train:0000264_03801_d_0000213	TRAIN	images/train/0000264_03801_d_0000213.jpg	labels/train/0000264_03801_d_0000213.txt	158488	482C55F736CB06DD09C19AB0E26F33912CF3ACEB5235AB1BA1F02C666178E5AA	1287	50336319DBD70064C6E2E6E25C95348988536388F329FEA6DC235E0287A27491	1360	765	33	33	0	[0,0,0,23,0,7,0,0,3,0]	[32,1,0]
train	790	0000264	official_train:0000264	official_train:0000264_04001_d_0000214	TRAIN	images/train/0000264_04001_d_0000214.jpg	labels/train/0000264_04001_d_0000214.txt	148113	8ADE161E3EDE2BCC11BCAE63D4AF55A12700C93C571BFC0F8908E8ED48251545	390	202C8333C4AD987A8D419FD53E987F2C871ABFA72716188897670702D7D82FE4	1360	765	10	10	0	[0,0,0,7,0,3,0,0,0,0]	[10,0,0]
train	791	0000264	official_train:0000264	official_train:0000264_04201_d_0000215	TRAIN	images/train/0000264_04201_d_0000215.jpg	labels/train/0000264_04201_d_0000215.txt	178293	36BD4479994826AAFC41ED5677BB8F921EFB31D32DFF1AB9086F75E62E798216	546	748AB9FEF78B918FBFD300F626EB3446C609C94B5DB004DF6CAD730C5254BEF6	1360	765	14	14	0	[0,0,0,9,0,4,0,0,1,0]	[13,1,0]
train	792	0000264	official_train:0000264	official_train:0000264_04401_d_0000216	TRAIN	images/train/0000264_04401_d_0000216.jpg	labels/train/0000264_04401_d_0000216.txt	163298	D068B294C7228342EC59B334646DF7529BA810244ED85740DB62E5DB3B27E986	507	991A869C332CC73160605B6EBA242368A3E1B4DA370AC84404FE14F5D248C564	1360	765	13	13	0	[0,0,0,6,0,7,0,0,0,0]	[11,2,0]
train	793	0000264	official_train:0000264	official_train:0000264_04601_d_0000217	TRAIN	images/train/0000264_04601_d_0000217.jpg	labels/train/0000264_04601_d_0000217.txt	123271	40174F6B849F17F3654ACF3F851BCDF7427C4D118318F2C9313324BFC00C2F64	546	E9CD7B385027997711C284B8093FC659DEB70FDFA09C0D4DB193FBA8471A753B	1360	765	14	14	0	[0,0,0,5,4,4,0,0,1,0]	[13,1,0]
train	796	0000270	official_train:0000270	official_train:0000270_00201_d_0000354	TRAIN	images/train/0000270_00201_d_0000354.jpg	labels/train/0000270_00201_d_0000354.txt	160151	AB556AA3991589942DF6CFFAA98B1CFFD8C123FEB0ACCB1B777824CC9FE0531A	3588	910F007D93678050F98F3364608FE410E7298B8F575C3E8E289005F4FF8F9FC0	1360	765	92	92	0	[16,13,4,44,4,0,3,0,0,8]	[89,3,0]
train	797	0000270	official_train:0000270	official_train:0000270_00401_d_0000355	TRAIN	images/train/0000270_00401_d_0000355.jpg	labels/train/0000270_00401_d_0000355.txt	155345	6E040FAD3482A49A29F7822190BBA234C9D97550E55615820BD0ACEAA9AAA2AC	2691	C49F0D30900272FE6353021AF964AFE12C505F284CE2EC2FFCFB939577CC3C75	1360	765	69	69	0	[14,7,2,41,0,0,1,0,0,4]	[67,2,0]
train	798	0000270	official_train:0000270	official_train:0000270_00801_d_0000357	TRAIN	images/train/0000270_00801_d_0000357.jpg	labels/train/0000270_00801_d_0000357.txt	150622	44B3D25BA52527F76F36BB09C8810AB13B2040754E1F7AEAFB5E93AF1C972802	2418	1377B906F1E1275CA2045F5D16B2179951D17F64ED6C9792ACA32A6B53953238	1360	765	62	62	0	[11,6,0,36,0,0,1,0,1,7]	[54,7,1]
train	799	0000270	official_train:0000270	official_train:0000270_02601_d_0000366	TRAIN	images/train/0000270_02601_d_0000366.jpg	labels/train/0000270_02601_d_0000366.txt	153743	79ADCEF2DE9D005645FC0C68D2E36A8D7B3C14EDF3C41B5668B834088FCD0B3E	3510	82F415B5920684B1E3AE28F8737DC4202E38F39AC6BD08E96DCE31CEB19D18F5	1360	765	90	90	0	[31,2,2,40,3,0,3,0,0,9]	[80,10,0]
train	800	0000270	official_train:0000270	official_train:0000270_03401_d_0000370	TRAIN	images/train/0000270_03401_d_0000370.jpg	labels/train/0000270_03401_d_0000370.txt	152468	AFCC2732F03EE295220703D4884FB74760F86C98FF5BA5B5D6DEE252188E366A	2886	29611B8647928C59D1254DF449C6AA40698D91FA0FDA2DDB02C0AB377CEB2492	1360	765	74	74	0	[8,10,4,37,3,0,7,0,0,5]	[64,10,0]
train	801	0000270	official_train:0000270	official_train:0000270_03801_d_0000372	TRAIN	images/train/0000270_03801_d_0000372.jpg	labels/train/0000270_03801_d_0000372.txt	157492	B575DFCA0E644C9030DDDA6F7830905AEEBDC52B15A8B7CD3F6567071EF23928	2808	0E9554FFBEB2584E9CF39C1CC76B08D8B4B0FBB3DA4EA06DBE4C603917E27B04	1360	765	72	72	0	[29,0,0,24,4,0,2,0,0,13]	[70,2,0]
train	802	0000270	official_train:0000270	official_train:0000270_04001_d_0000373	TRAIN	images/train/0000270_04001_d_0000373.jpg	labels/train/0000270_04001_d_0000373.txt	160282	AAFC6AB77A4385527153C5AC845A02BC05612F29F926E218F56E80737D9C488C	2808	C1E5DBEAF99BB1D72A31C0EDCDA032F71516B87E34D9A69B9698EA46E7E379B4	1360	765	72	72	0	[10,9,2,41,1,0,2,0,0,7]	[65,7,0]
train	803	0000273	official_train:0000273	official_train:0000273_00001_d_0000439	TRAIN	images/train/0000273_00001_d_0000439.jpg	labels/train/0000273_00001_d_0000439.txt	138224	0DD604BBBB858E6DAB615F788FF4DBE81A39C2E1097B2361DF68FB322F6F1254	1092	F0DEF6235D99355E82B95C2808019AC112D6E424251FF56AE572453738BA7CB3	1360	765	28	28	0	[0,2,0,18,0,8,0,0,0,0]	[24,4,0]
train	804	0000273	official_train:0000273	official_train:0000273_01001_d_0000444	TRAIN	images/train/0000273_01001_d_0000444.jpg	labels/train/0000273_01001_d_0000444.txt	126986	AABA05E419B4CE3BE6DE8881DF29A018DF8B2C9BCB43A2D9B2E13B9668BE7EF8	1326	CE1B736B70CD19E689BECF845FED25840AF0F8D504BB76256A69CCB4BB061C0F	1360	765	34	34	0	[1,0,0,26,0,7,0,0,0,0]	[28,6,0]
train	805	0000273	official_train:0000273	official_train:0000273_02001_d_0000449	TRAIN	images/train/0000273_02001_d_0000449.jpg	labels/train/0000273_02001_d_0000449.txt	136637	D62BCDE4E03C577ECAA8DE7E8E7B22C60D153D04FE4E272BDF6CD6FFCF19796F	663	FC709B63678D49CC4F995CA1EFFF51133584CA00343C26C64ADFAF96CEDB4EFC	1360	765	17	17	0	[4,0,0,11,0,2,0,0,0,0]	[16,1,0]
train	806	0000273	official_train:0000273	official_train:0000273_02201_d_0000450	TRAIN	images/train/0000273_02201_d_0000450.jpg	labels/train/0000273_02201_d_0000450.txt	160678	5DC3A747899D5FF7A4E9A9D5840BAE56352D65A6EC48CE91827344AD91DAB78C	936	3CD00B9361301F34399CCC9807C55EBFF4FDBE6E37A331EFCAE729C3B0528DED	1360	765	24	24	0	[6,0,0,13,0,5,0,0,0,0]	[17,6,1]
train	807	0000273	official_train:0000273	official_train:0000273_03001_d_0000454	TRAIN	images/train/0000273_03001_d_0000454.jpg	labels/train/0000273_03001_d_0000454.txt	163451	6098C23111704B7DECDE28D78CAAB88C2507962515BD0E23679ED8313CD1745E	897	F6980567EBDD645B84B97071D0A82270E9EB5E15A34A9847EAD40BFE06E3906B	1360	765	23	23	0	[3,0,0,11,0,8,0,0,1,0]	[20,3,0]
train	808	0000273	official_train:0000273	official_train:0000273_04601_d_0000461	TRAIN	images/train/0000273_04601_d_0000461.jpg	labels/train/0000273_04601_d_0000461.txt	164780	A99228B2AE62C8A30C8BD528EA63B491C8F404D35FFA0CE2525CB9F4B69814E4	1092	72A4762D28117C5956D6D549A2AFBE1BECFA1D06DF6786DEFC1B6BD19B1DDCEA	1360	765	28	28	0	[1,0,0,16,0,11,0,0,0,0]	[19,8,1]
train	809	0000275	official_train:0000275	official_train:0000275_00001_d_0000497	TRAIN	images/train/0000275_00001_d_0000497.jpg	labels/train/0000275_00001_d_0000497.txt	222263	191EAF908696D745CEBAA2942838F2172E3E5CC3B328D664FE7D9BEF38E91BF6	546	E6894638613C644213B625576DC973CAD2324E62EC9596BAB7F7240653DC8B6C	1360	765	14	14	0	[0,0,0,8,2,4,0,0,0,0]	[14,0,0]
train	810	0000275	official_train:0000275	official_train:0000275_00201_d_0000498	TRAIN	images/train/0000275_00201_d_0000498.jpg	labels/train/0000275_00201_d_0000498.txt	221847	3CE0DAD4E7873A51B3A1EDD9FF91BAFFFC8FBA263E201BF70D15C5AFB5B6E4F7	2028	9E152463AB219C247C46883F6244A6E864CBF9A2B45E117DF7534CF41B774626	1360	765	52	52	0	[0,0,0,37,3,12,0,0,0,0]	[52,0,0]
train	811	0000275	official_train:0000275	official_train:0000275_00401_d_0000499	TRAIN	images/train/0000275_00401_d_0000499.jpg	labels/train/0000275_00401_d_0000499.txt	204075	92898CA185F5D8BF75098FA45DC47DDA1AAC109ED6654D7A57A0250B2F8DC8FA	2613	A19DD917B2FA160F212314CD5D92B4029D11DA9D98E862C3F76872C232E8381A	1360	765	67	67	0	[0,0,0,40,10,17,0,0,0,0]	[64,3,0]
train	812	0000275	official_train:0000275	official_train:0000275_00601_d_0000500	TRAIN	images/train/0000275_00601_d_0000500.jpg	labels/train/0000275_00601_d_0000500.txt	178282	259E3724F64C5062563AE993BAB9EF7E0964848E8AE022C92632571C3AFA6730	2808	95A8631CABA5666111853391999F804AADEDC777414195DD6198BC0BA187AB99	1360	765	72	72	0	[0,1,0,49,5,15,0,0,1,1]	[71,1,0]
train	813	0000275	official_train:0000275	official_train:0000275_00801_d_0000501	TRAIN	images/train/0000275_00801_d_0000501.jpg	labels/train/0000275_00801_d_0000501.txt	186553	D9941F9194711435746C1F889698668F47700A1295F46BFF142BF994FE41D9B4	3393	28B5B080E9DDD51EC5C799D0DB08D98E10EC54DC4241AE10977474C6B2B23663	1360	765	87	87	0	[0,2,0,55,11,16,0,0,1,2]	[80,7,0]
train	814	0000275	official_train:0000275	official_train:0000275_01001_d_0000502	TRAIN	images/train/0000275_01001_d_0000502.jpg	labels/train/0000275_01001_d_0000502.txt	206714	5CBCA5A607EFFE3557FC6EB095B8CA59DA44A58CD525473DCAAF36F403766702	4173	D5E39327D8DF5DA71DB0FD16D7C8FEB76471038940025D1F6F6AF098105B1716	1360	765	107	107	0	[4,3,0,67,8,20,1,0,1,3]	[90,16,1]
